1.0	-75.700225
2.0	-75.7552835
3.0	-75.806451
4.0	-75.8540062
5.0	-75.898205
6.0	-75.9392855
7.0	-75.9774649
8.0	-76.0129447
9.0	-76.0459106
10.0	-76.0765344
11.0	-76.1049751
12.0	-76.1313802
13.0	-76.1558861
14.0	-76.1786194
15.0	-76.1996977
16.0	-76.2192306
17.0	-76.23732
18.0	-76.2540606
19.0	-76.2695407
20.0	-76.2838426
21.0	-76.2970425
22.0	-76.3092112
23.0	-76.3204153
24.0	-76.3307171
25.0	-76.3401753
26.0	-76.3488445
27.0	-76.3567755
28.0	-76.3640159
29.0	-76.3706099
30.0	-76.3765994
31.0	-76.3820236
32.0	-76.3869192
33.0	-76.3913208
34.0	-76.3952606
35.0	-76.3987687
36.0	-76.4018735
37.0	-76.4046012
38.0	-76.4069769
39.0	-76.4090238
40.0	-76.4107638
41.0	-76.4122175
42.0	-76.4134042
43.0	-76.4143421
44.0	-76.415048
45.0	-76.4155381
46.0	-76.4158269
47.0	-76.4159285
48.0	-76.4158558
49.0	-76.415621
50.0	-76.4152355
51.0	-76.4147102
52.0	-76.4140553
53.0	-76.4132802
54.0	-76.4123938
55.0	-76.4114044
56.0	-76.4103196
57.0	-76.4091465
58.0	-76.4078921
59.0	-76.4065625
60.0	-76.4051637
61.0	-76.4037013
62.0	-76.4021804
63.0	-76.4006059
64.0	-76.3989822
65.0	-76.3973136
66.0	-76.395604
67.0	-76.393857
68.0	-76.392076
69.0	-76.3902641
70.0	-76.3884244
71.0	-76.3865596
72.0	-76.3846722
73.0	-76.3827647
74.0	-76.3808393
75.0	-76.3788981
76.0	-76.3769431
77.0	-76.374976
78.0	-76.3729986
79.0	-76.3710125
80.0	-76.369019
81.0	-76.3670197
82.0	-76.3650157
83.0	-76.3630082
84.0	-76.3609985
85.0	-76.3589874
86.0	-76.3569761
87.0	-76.3549654
88.0	-76.3529563
89.0	-76.3509494
90.0	-76.3489456
91.0	-76.3469456
92.0	-76.3449501
93.0	-76.3429596
94.0	-76.3409748
95.0	-76.3389963
96.0	-76.3370244
97.0	-76.3350598
98.0	-76.3331029
99.0	-76.3311541
100.0	-76.3292138
101.0	-76.3272824
102.0	-76.3253603
103.0	-76.3234478
104.0	-76.3215452
105.0	-76.3196529
106.0	-76.3177712
107.0	-76.3159002
108.0	-76.3140403
109.0	-76.3121917
110.0	-76.3103546
111.0	-76.3085292
112.0	-76.3067158
113.0	-76.3049144
114.0	-76.3031252
115.0	-76.3013485
116.0	-76.2995844
117.0	-76.2978329
118.0	-76.2960943
119.0	-76.2943685
120.0	-76.2926559
121.0	-76.2909563
122.0	-76.28927
123.0	-76.287597
124.0	-76.2859373
125.0	-76.2842911
126.0	-76.2826583
127.0	-76.2810391
128.0	-76.2794334
129.0	-76.2778413
130.0	-76.2762628
131.0	-76.2746979
132.0	-76.2731467
133.0	-76.2716091
134.0	-76.2700851
135.0	-76.2685747
136.0	-76.267078
137.0	-76.2655949
138.0	-76.2641254
139.0	-76.2626694
140.0	-76.2612269
141.0	-76.259798
142.0	-76.2583824
143.0	-76.2569803
144.0	-76.2555915
145.0	-76.2542161
146.0	-76.2528539
147.0	-76.2515049
148.0	-76.250169
149.0	-76.2488462
150.0	-76.2475365
151.0	-76.2462396
152.0	-76.2449557
153.0	-76.2436845
154.0	-76.2424261
155.0	-76.2411803
156.0	-76.2399472
157.0	-76.2387265
158.0	-76.2375183
159.0	-76.2363225
160.0	-76.2351389
161.0	-76.2339675
162.0	-76.2328083
163.0	-76.2316611
164.0	-76.2305258
165.0	-76.2294024
166.0	-76.2282908
167.0	-76.2271909
168.0	-76.2261025
169.0	-76.2250257
170.0	-76.2239603
171.0	-76.2229063
172.0	-76.2218635
173.0	-76.2208319
174.0	-76.2198113
175.0	-76.2188018
176.0	-76.2178031
177.0	-76.2168152
178.0	-76.2158381
179.0	-76.2148716
180.0	-76.2139156
181.0	-76.2129701
182.0	-76.2120349
183.0	-76.21111
184.0	-76.2101953
185.0	-76.2092907
186.0	-76.2083961
187.0	-76.2075114
188.0	-76.2066366
189.0	-76.2057714
190.0	-76.2049159
191.0	-76.20407
192.0	-76.2032336
193.0	-76.2024065
194.0	-76.2015887
195.0	-76.2007801
196.0	-76.1999806
197.0	-76.1991901
198.0	-76.1984086
199.0	-76.1976359
200.0	-76.196872
201.0	-76.1961168
202.0	-76.1953701
203.0	-76.194632
204.0	-76.1939023
205.0	-76.1931809
206.0	-76.1924677
207.0	-76.1917628
208.0	-76.1910659
209.0	-76.190377
210.0	-76.189696
211.0	-76.1890229
212.0	-76.1883575
213.0	-76.1876998
214.0	-76.1870497
215.0	-76.1864071
216.0	-76.185772
217.0	-76.1851442
218.0	-76.1845237
219.0	-76.1839103
220.0	-76.1833041
221.0	-76.1827049
222.0	-76.1821127
223.0	-76.1815274
224.0	-76.1809489
225.0	-76.1803772
226.0	-76.1798121
227.0	-76.1792536
228.0	-76.1787016
229.0	-76.1781561
230.0	-76.1776169
231.0	-76.1770841
232.0	-76.1765575
233.0	-76.176037
234.0	-76.1755227
235.0	-76.1750143
236.0	-76.1745119
237.0	-76.1740155
238.0	-76.1735248
239.0	-76.1730399
240.0	-76.1725607
241.0	-76.1720871
242.0	-76.171619
243.0	-76.1711565
244.0	-76.1706993
245.0	-76.1702476
246.0	-76.1698011
247.0	-76.1693599
248.0	-76.1689239
249.0	-76.168493
250.0	-76.1680671
251.0	-76.1676462774
